;prompt_gt;completion_gt;missing_edges;total_edges;total_nodes;prompt_edges;prompt_nodes;nb_completion_candidates;completion_best_rank;completion_best_eval;completion_best_rank_score;completion_best_eval_score;completion_best_rank_correct_edges;completion_best_eval_correct_edges;completion_best_rank_lines_missing;completion_best_eval_lines_missing;completion_best_rank_additional_lines;completion_best_eval_additional_lines;completion_best_rank_result;completion_best_eval_result;best_rank;completion_reason_best;completion_reason_best_rank
23;e 0 3 Add_component Add_Package Add_Component\ne 3 2 Add_requ Add_Component Add_Requ\ne 1 2 Add_requ Pres_Package Add_Requ\ne; 1 0 Add_package Pres_Package Add_Package\n$$;1;4;4;3;4;1;e 0 3 Add_component Add_Package Add_Component\ne 3 2 Add_requ Add_Component Add_Requ\ne 1 2 Add_requ Pres_Package Add_Requ\ne 1 0 Add_package Pres_Package Add_Package\n$$;e 0 3 Add_component Add_Package Add_Component\ne 3 2 Add_requ Add_Component Add_Requ\ne 1 2 Add_requ Pres_Package Add_Requ\ne 1 0 Add_package Pres_Package Add_Package\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
24;e 0 1 Add_component Add_Package Add_Component\ne 1 6 Add_requ Add_Component Add_Requ\ne 4 6 Add_requ Pres_Package Add_Requ\ne 4 3 Add_package Pres_Package Add_Package\ne 3 5 Add_component Add_Package Add_Component\ne 5 2 Add_requ Add_Component Add_Requ\ne; 4 2 Add_requ Pres_Package Add_Requ\ne 4 0 Add_package Pres_Package Add_Package\n$$;2;8;7;6;7;2;e 0 1 Add_component Add_Package Add_Component\ne 1 6 Add_requ Add_Component Add_Requ\ne 4 6 Add_requ Pres_Package Add_Requ\ne 4 3 Add_package Pres_Package Add_Package\ne 3 5 Add_component Add_Package Add_Component\ne 5 2 Add_requ Add_Component Add_Requ\ne 4 2 Add_requ Pres_Package Add_Requ\ne 4 0 Add_package Pres_Package Add_Package\n$$;e 0 1 Add_component Add_Package Add_Component\ne 1 6 Add_requ Add_Component Add_Requ\ne 4 6 Add_requ Pres_Package Add_Requ\ne 4 3 Add_package Pres_Package Add_Package\ne 3 5 Add_component Add_Package Add_Component\ne 5 2 Add_requ Add_Component Add_Requ\ne 4 2 Add_requ Pres_Package Add_Requ\ne 4 0 Add_package Pres_Package Add_Package\n$$;50001;50001;2;2;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
25;e 0 2 Add_package Pres_Package Add_Package\ne 2 1 Add_component Add_Package Add_Component\ne 1 3 Add_requ Add_Component Add_Requ\ne; 0 3 Add_requ Pres_Package Add_Requ\n$$;1;4;4;3;4;1;e 0 2 Add_package Pres_Package Add_Package\ne 2 1 Add_component Add_Package Add_Component\ne 1 3 Add_requ Add_Component Add_Requ\ne 0 3 Add_requ Pres_Package Add_Requ\n$$;e 0 2 Add_package Pres_Package Add_Package\ne 2 1 Add_component Add_Package Add_Component\ne 1 3 Add_requ Add_Component Add_Requ\ne 0 3 Add_requ Pres_Package Add_Requ\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
26;e 0 6 Add_requ Add_Connector Add_Requ\ne; 3 6 Add_requ Pres_Package Add_Requ\ne 3 0 Add_con Pres_Package Add_Connector\ne 0 2 Add_src Add_Connector Add_Port\ne 5 2 Add_port Pres_Component Add_Port\ne 0 1 Add_t Add_Connector Add_Port\ne 4 1 Add_port Pres_Component Add_Port\n$$;6;7;7;1;2;3;e 0 6 Add_requ Add_Connector Add_Requ\ne 4 6 Add_requ Pres_Package Add_Requ\ne 4 0 Add_con Pres_Package Add_Connector\ne 0 2 Add_src Add_Connector Add_Port\ne;e 0 6 Add_requ Add_Connector Add_Requ\ne 4 6 Add_requ Pres_Package Add_Requ\ne 4 0 Add_con Pres_Package Add_Connector\ne 0 2 Add_src Add_Connector Add_Port\ne 5 2 Add_port Pres_Component Add_Port\ne 0 3 Add_t Add_Connector Add_Port\ne 1 3 Add_port Pres_Component Add_Port\n$$;49997;50001;3;6;3;0;0;0;TOO_SMALL;ISOMORPHIC;2;STOP_TOKEN;
27;e 3 0 Add_src Add_Connector Add_Port\ne 3 2 Add_requ Add_Connector Add_Requ\ne 1 2 Add_requ Pres_Package Add_Requ\ne 1 3 Add_con Pres_Package Add_Connector\ne 3 4 Add_t Add_Connector Add_Port\ne 5 4 Add_port Pres_Component Add_Port\ne; 6 0 Add_port Pres_Component Add_Port\n$$;1;7;7;6;6;1;e 3 0 Add_src Add_Connector Add_Port\ne 3 2 Add_requ Add_Connector Add_Requ\ne 1 2 Add_requ Pres_Package Add_Requ\ne 1 3 Add_con Pres_Package Add_Connector\ne 3 4 Add_t Add_Connector Add_Port\ne 5 4 Add_port Pres_Component Add_Port\ne 6 0 Add_port Pres_Component Add_Port\n$$;e 3 0 Add_src Add_Connector Add_Port\ne 3 2 Add_requ Add_Connector Add_Requ\ne 1 2 Add_requ Pres_Package Add_Requ\ne 1 3 Add_con Pres_Package Add_Connector\ne 3 4 Add_t Add_Connector Add_Port\ne 5 4 Add_port Pres_Component Add_Port\ne 6 0 Add_port Pres_Component Add_Port\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
28;e 2 0 Add_t Add_Connector Add_Port\ne; 2 1 Add_requ Add_Connector Add_Requ\ne 3 1 Add_requ Pres_Package Add_Requ\ne 3 2 Add_con Pres_Package Add_Connector\ne 2 6 Add_src Add_Connector Add_Port\ne 4 6 Add_port Pres_Component Add_Port\ne 5 0 Add_port Pres_Component Add_Port\n$$;6;7;7;1;2;2;e 2 0 Add_t Add_Connector Add_Port\ne 2 4 Add_requ Add_Connector Add_Requ\ne 1 4 Add_requ Pres_Package Add_Requ\ne 1 2 Add_con Pres_Package Add_Connector\ne;e 2 0 Add_t Add_Connector Add_Port\ne 2 4 Add_requ Add_Connector Add_Requ\ne 1 4 Add_requ Pres_Package Add_Requ\ne 1 2 Add_con Pres_Package Add_Connector\ne 2 6 Add_src Add_Connector Add_Port\ne 3 6 Add_port Pres_Component Add_Port\ne 5 0 Add_port Pres_Component Add_Port\n$$;49997;50001;3;6;3;0;0;0;TOO_SMALL;ISOMORPHIC;1;STOP_TOKEN;
29;e 0 3 Add_component Add_Im Add_Component\ne; 3 2 Add_requ Add_Component Add_Requ\ne 1 2 Add_requ Pres_Package Add_Requ\ne 1 3 Add_component Pres_Package Add_Component\ne 3 0 Add_im Add_Component Add_Im\ne 1 0 Add_im Pres_Package Add_Im\n$$;5;6;4;1;2;1;e 0 3 Add_component Add_Im Add_Component\ne 3 1 Add_requ Add_Component Add_Requ\ne 2 1 Add_requ Pres_Package Add_Requ\ne 2 3 Add_component Pres_Package Add_Component\ne 3 0 Add_im Add_Component Add_Im\ne 2 0 Add_im Pres_Package Add_Im\n$$;e 0 3 Add_component Add_Im Add_Component\ne 3 1 Add_requ Add_Component Add_Requ\ne 2 1 Add_requ Pres_Package Add_Requ\ne 2 3 Add_component Pres_Package Add_Component\ne 3 0 Add_im Add_Component Add_Im\ne 2 0 Add_im Pres_Package Add_Im\n$$;50001;50001;5;5;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
30;e 1 0 Add_requ Add_Component Add_Requ\ne; 1 3 Add_im Add_Component Add_Im\ne 3 1 Add_component Add_Im Add_Component\ne 2 1 Add_component Pres_Package Add_Component\ne 2 0 Add_requ Pres_Package Add_Requ\ne 2 3 Add_im Pres_Package Add_Im\n$$;5;6;4;1;2;2;e 1 0 Add_requ Add_Component Add_Requ\ne 1 3 Add_im Add_Component Add_Im\ne 3 1 Add_component Add_Im Add_Component\ne 2 1 Add_component Pres_Package Add_Component\ne 2 0 Add_requ Pres_Package Add_Requ\ne 2 3 Add_im Pres_Package Add_Im\n$$;e 1 0 Add_requ Add_Component Add_Requ\ne 1 3 Add_im Add_Component Add_Im\ne 3 1 Add_component Add_Im Add_Component\ne 2 1 Add_component Pres_Package Add_Component\ne 2 0 Add_requ Pres_Package Add_Requ\ne 2 3 Add_im Pres_Package Add_Im\n$$;50001;50001;5;5;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
31;e 0 1 Add_component Add_Im Add_Component\ne 1 3 Add_requ Add_Component Add_Requ\ne 2 3 Add_requ Pres_Package Add_Requ\ne; 2 1 Add_component Pres_Package Add_Component\ne 1 0 Add_im Add_Component Add_Im\ne 2 0 Add_im Pres_Package Add_Im\n$$;3;6;4;3;4;2;e 0 1 Add_component Add_Im Add_Component\ne 1 3 Add_requ Add_Component Add_Requ\ne 2 3 Add_requ Pres_Package Add_Requ\ne 2 1 Add_component Pres_Package Add_Component\ne 1 0 Add_im Add_Component Add_Im\ne 2 0 Add_im Pres_Package Add_Im\n$$;e 0 1 Add_component Add_Im Add_Component\ne 1 3 Add_requ Add_Component Add_Requ\ne 2 3 Add_requ Pres_Package Add_Requ\ne 2 1 Add_component Pres_Package Add_Component\ne 1 0 Add_im Add_Component Add_Im\ne 2 0 Add_im Pres_Package Add_Im\n$$;50001;50001;3;3;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
32;e 0 3 Add_requ Add_Connector Add_Requ\ne; 2 3 Add_requ Pres_Package Add_Requ\ne 2 0 Add_con Pres_Package Add_Connector\ne 0 1 Add_src Add_Connector Add_Port\ne 5 1 Add_port Pres_Component Add_Port\ne 0 6 Add_t Add_Connector Add_Port\ne 4 6 Add_port Pres_Component Add_Port\n$$;6;7;7;1;2;4;e 0 3 Add_requ Add_Connector Add_Requ\ne 2 3 Add_requ Pres_Package Add_Requ\ne 2 0 Add_con Pres_Package Add_Connector\ne;e 0 3 Add_requ Add_Connector Add_Requ\ne 2 3 Add_requ Pres_Package Add_Requ\ne 2 0 Add_con Pres_Package Add_Connector\ne 0 4 Add_src Add_Connector Add_Port\ne 1 4 Add_port Pres_Component Add_Port\ne 0 5 Add_t Add_Connector Add_Port\ne 6 5 Add_port Pres_Component Add_Port\n$$;49996;50001;2;6;4;0;0;0;TOO_SMALL;ISOMORPHIC;2;STOP_TOKEN;
33;e 3 0 Add_src Add_Connector Add_Port\ne 3 4 Add_requ Add_Connector Add_Requ\ne 1 4 Add_requ Pres_Package Add_Requ\ne 1 3 Add_con Pres_Package Add_Connector\ne 3 2 Add_t Add_Connector Add_Port\ne 6 2 Add_port Pres_Component Add_Port\ne; 5 0 Add_port Pres_Component Add_Port\n$$;1;7;7;6;6;1;e 3 0 Add_src Add_Connector Add_Port\ne 3 4 Add_requ Add_Connector Add_Requ\ne 1 4 Add_requ Pres_Package Add_Requ\ne 1 3 Add_con Pres_Package Add_Connector\ne 3 2 Add_t Add_Connector Add_Port\ne 6 2 Add_port Pres_Component Add_Port\ne 5 0 Add_port Pres_Component Add_Port\n$$;e 3 0 Add_src Add_Connector Add_Port\ne 3 4 Add_requ Add_Connector Add_Requ\ne 1 4 Add_requ Pres_Package Add_Requ\ne 1 3 Add_con Pres_Package Add_Connector\ne 3 2 Add_t Add_Connector Add_Port\ne 6 2 Add_port Pres_Component Add_Port\ne 5 0 Add_port Pres_Component Add_Port\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
34;e 2 0 Add_requ Add_Component Add_Requ\ne 2 1 Add_im Add_Component Add_Im\ne 1 2 Add_component Add_Im Add_Component\ne 3 2 Add_component Pres_Package Add_Component\ne 3 0 Add_requ Pres_Package Add_Requ\ne; 3 1 Add_im Pres_Package Add_Im\n$$;1;6;4;5;4;1;e 2 0 Add_requ Add_Component Add_Requ\ne 2 1 Add_im Add_Component Add_Im\ne 1 2 Add_component Add_Im Add_Component\ne 3 2 Add_component Pres_Package Add_Component\ne 3 0 Add_requ Pres_Package Add_Requ\ne 3 1 Add_im Pres_Package Add_Im\n$$;e 2 0 Add_requ Add_Component Add_Requ\ne 2 1 Add_im Add_Component Add_Im\ne 1 2 Add_component Add_Im Add_Component\ne 3 2 Add_component Pres_Package Add_Component\ne 3 0 Add_requ Pres_Package Add_Requ\ne 3 1 Add_im Pres_Package Add_Im\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
35;e 1 0 Add_requ Add_Component Add_Requ\ne; 2 1 Add_component Add_Package Add_Component\ne 3 2 Add_package Pres_Package Add_Package\ne 3 0 Add_requ Pres_Package Add_Requ\n$$;3;4;4;1;2;2;e 1 0 Add_requ Add_Component Add_Requ\ne 1 3 Add_im Add_Component Add_Im\ne 3 1 Add_component Add_Im Add_Component\ne 2 1 Add_component Pres_Package Add_Component\ne 2 0 Add_requ Pres_Package Add_Requ\ne 2 3 Add_im Pres_Package Add_Im\n$$;e 1 0 Add_requ Add_Component Add_Requ\ne 1 3 Add_im Add_Component Add_Im\ne 3 1 Add_component Add_Im Add_Component\ne 2 1 Add_component Pres_Package Add_Component\ne 2 0 Add_requ Pres_Package Add_Requ\ne 2 3 Add_im Pres_Package Add_Im\n$$;0;0;0;0;3;3;5;5;INCORRECT;INCORRECT;0;STOP_TOKEN;STOP_TOKEN
36;e 0 1 Add_requ Add_Component Add_Requ\ne; 2 1 Add_requ Pres_Package Add_Requ\ne 2 0 Add_component Pres_Package Add_Component\ne 0 3 Add_im Add_Component Add_Im\ne 3 0 Add_component Add_Im Add_Component\ne 2 3 Add_im Pres_Package Add_Im\n$$;5;6;4;1;2;3;e 0 1 Add_requ Add_Component Add_Requ\ne 2 1 Add_requ Pres_Package Add_Requ\ne 2 0 Add_component Pres_Package Add_Component\ne 0 3 Add_im Add_Component Add_Im\ne 3 0 Add_component Add_Im Add_Component\ne 2 3 Add_im Pres_Package Add_Im\n$$;e 0 1 Add_requ Add_Component Add_Requ\ne 2 1 Add_requ Pres_Package Add_Requ\ne 2 0 Add_component Pres_Package Add_Component\ne 0 3 Add_im Add_Component Add_Im\ne 3 0 Add_component Add_Im Add_Component\ne 2 3 Add_im Pres_Package Add_Im\n$$;50001;50001;5;5;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
37;e 3 0 Add_requ Pres_Package Add_Requ\ne; 3 4 Add_con Pres_Package Add_Connector\ne 4 0 Add_requ Add_Connector Add_Requ\ne 4 6 Add_src Add_Connector Add_Port\ne 2 6 Add_port Pres_Component Add_Port\ne 4 1 Add_t Add_Connector Add_Port\ne 5 1 Add_port Pres_Component Add_Port\n$$;6;7;7;1;2;2;e 3 0 Add_requ Pres_Package Add_Requ\ne 3 4 Add_con Pres_Package Add_Connector\ne 4 0 Add_requ Add_Connector Add_Requ\ne;e 3 0 Add_requ Pres_Package Add_Requ\ne 3 4 Add_con Pres_Package Add_Connector\ne 4 0 Add_requ Add_Connector Add_Requ\ne 4 1 Add_src Add_Connector Add_Port\ne 5 1 Add_port Pres_Component Add_Port\ne 4 6 Add_t Add_Connector Add_Port\ne 2 6 Add_port Pres_Component Add_Port\n$$;49996;50001;2;6;4;0;0;0;TOO_SMALL;ISOMORPHIC;1;STOP_TOKEN;
38;e 0 2 Add_requ Add_Component Add_Requ\ne 1 2 Add_requ Pres_Package Add_Requ\ne 1 0 Add_component Pres_Package Add_Component\ne; 0 3 Add_im Add_Component Add_Im\ne 3 0 Add_component Add_Im Add_Component\ne 1 3 Add_im Pres_Package Add_Im\n$$;3;6;4;3;3;1;e 0 2 Add_requ Add_Component Add_Requ\ne 1 2 Add_requ Pres_Package Add_Requ\ne 1 0 Add_component Pres_Package Add_Component\ne 0 3 Add_im Add_Component Add_Im\ne 3 0 Add_component Add_Im Add_Component\ne 1 3 Add_im Pres_Package Add_Im\n$$;e 0 2 Add_requ Add_Component Add_Requ\ne 1 2 Add_requ Pres_Package Add_Requ\ne 1 0 Add_component Pres_Package Add_Component\ne 0 3 Add_im Add_Component Add_Im\ne 3 0 Add_component Add_Im Add_Component\ne 1 3 Add_im Pres_Package Add_Im\n$$;50001;50001;3;3;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
39;e 0 11 Add_package Pres_Package Add_Package\ne 11 15 Add_component Add_Package Add_Component\ne 15 5 Add_requ Add_Component Add_Requ\ne 0 5 Add_requ Pres_Package Add_Requ\ne 0 6 Add_con Pres_Package Add_Connector\ne 6 12 Add_requ Add_Connector Add_Requ\ne 0 12 Add_requ Pres_Package Add_Requ\ne 6 3 Add_src Add_Connector Add_Port\ne 2 3 Add_port Pres_Component Add_Port\ne 6 8 Add_t Add_Connector Add_Port\ne 14 8 Add_port Pres_Component Add_Port\ne 11 10 Add_con Add_Package Add_Connector\ne 10 9 Add_requ Add_Connector Add_Requ\ne 11 9 Add_requ Add_Package Add_Requ\ne 10 7 Add_src Add_Connector Add_Port\ne 13 7 Add_port Pres_Component Add_Port\ne 10 1 Add_t Add_Connector Add_Port\ne; 4 1 Add_port Pres_Component Add_Port\n$$;1;18;16;17;15;1;e 0 11 Add_package Pres_Package Add_Package\ne 11 15 Add_component Add_Package Add_Component\ne 15 5 Add_requ Add_Component Add_Requ\ne 0 5 Add_requ Pres_Package Add_Requ\ne 0 6 Add_con Pres_Package Add_Connector\ne 6 12 Add_requ Add_Connector Add_Requ\ne 0 12 Add_requ Pres_Package Add_Requ\ne 6 3 Add_src Add_Connector Add_Port\ne 2 3 Add_port Pres_Component Add_Port\ne 6 8 Add_t Add_Connector Add_Port\ne 14 8 Add_port Pres_Component Add_Port\ne 11 10 Add_con Add_Package Add_Connector\ne 10 9 Add_requ Add_Connector Add_Requ\ne 11 9 Add_requ Add_Package Add_Requ\ne 10 7 Add_src Add_Connector Add_Port\ne 13 7 Add_port Pres_Component Add_Port\ne 10 1 Add_t Add_Connector Add_Port\ne 4 1 Add_port Pres_Component Add_Port\n$$;e 0 11 Add_package Pres_Package Add_Package\ne 11 15 Add_component Add_Package Add_Component\ne 15 5 Add_requ Add_Component Add_Requ\ne 0 5 Add_requ Pres_Package Add_Requ\ne 0 6 Add_con Pres_Package Add_Connector\ne 6 12 Add_requ Add_Connector Add_Requ\ne 0 12 Add_requ Pres_Package Add_Requ\ne 6 3 Add_src Add_Connector Add_Port\ne 2 3 Add_port Pres_Component Add_Port\ne 6 8 Add_t Add_Connector Add_Port\ne 14 8 Add_port Pres_Component Add_Port\ne 11 10 Add_con Add_Package Add_Connector\ne 10 9 Add_requ Add_Connector Add_Requ\ne 11 9 Add_requ Add_Package Add_Requ\ne 10 7 Add_src Add_Connector Add_Port\ne 13 7 Add_port Pres_Component Add_Port\ne 10 1 Add_t Add_Connector Add_Port\ne 4 1 Add_port Pres_Component Add_Port\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
40;e 0 4 Add_requ Add_Component Add_Requ\ne 3 4 Add_requ Pres_Package Add_Requ\ne 3 5 Add_component Pres_Package Add_Component\ne; 5 2 Add_requ Add_Component Add_Requ\ne 3 2 Add_requ Pres_Package Add_Requ\ne 3 6 Add_package Pres_Package Add_Package\ne 6 0 Add_component Add_Package Add_Component\ne 3 1 Add_im Pres_Package Add_Im\ne 1 5 Add_component Add_Im Add_Component\ne 5 1 Add_im Add_Component Add_Im\n$$;7;10;7;3;4;5;e 0 4 Add_requ Add_Component Add_Requ\ne 3 4 Add_requ Pres_Package Add_Requ\ne 3 5 Add_component Pres_Package Add_Component\ne 5 6 Add_requ Add_Component Add_Requ\ne 3 6 Add_requ Pres_Package Add_Requ\ne 3 0 Add_component Pres_Package Add_Component\ne 0 1 Add_im Add_Component Add_Im\ne;e 0 4 Add_requ Add_Component Add_Requ\ne 3 4 Add_requ Pres_Package Add_Requ\ne 3 5 Add_component Pres_Package Add_Component\ne 5 6 Add_requ Add_Component Add_Requ\ne 3 6 Add_requ Pres_Package Add_Requ\ne;0;49995;0;2;7;5;4;0;INCORRECT;TOO_SMALL;2;;
41;e 0 3 Add_component Add_Package Add_Component\ne 3 1 Add_requ Add_Component Add_Requ\ne 2 1 Add_requ Pres_Package Add_Requ\ne; 2 0 Add_package Pres_Package Add_Package\n$$;1;4;4;3;4;1;e 0 3 Add_component Add_Package Add_Component\ne 3 1 Add_requ Add_Component Add_Requ\ne 2 1 Add_requ Pres_Package Add_Requ\ne 2 0 Add_package Pres_Package Add_Package\n$$;e 0 3 Add_component Add_Package Add_Component\ne 3 1 Add_requ Add_Component Add_Requ\ne 2 1 Add_requ Pres_Package Add_Requ\ne 2 0 Add_package Pres_Package Add_Package\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
42;e 1 0 Add_requ Pres_Package Add_Requ\ne 1 3 Add_component Pres_Package Add_Component\ne 3 0 Add_requ Add_Component Add_Requ\ne 3 2 Add_im Add_Component Add_Im\ne 2 3 Add_component Add_Im Add_Component\ne; 1 2 Add_im Pres_Package Add_Im\n$$;1;6;4;5;4;1;e 1 0 Add_requ Pres_Package Add_Requ\ne 1 3 Add_component Pres_Package Add_Component\ne 3 0 Add_requ Add_Component Add_Requ\ne 3 2 Add_im Add_Component Add_Im\ne 2 3 Add_component Add_Im Add_Component\ne 1 2 Add_im Pres_Package Add_Im\n$$;e 1 0 Add_requ Pres_Package Add_Requ\ne 1 3 Add_component Pres_Package Add_Component\ne 3 0 Add_requ Add_Component Add_Requ\ne 3 2 Add_im Add_Component Add_Im\ne 2 3 Add_component Add_Im Add_Component\ne 1 2 Add_im Pres_Package Add_Im\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
43;e 0 4 Add_con Pres_Package Add_Connector\ne 4 1 Add_requ Add_Connector Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 4 14 Add_src Add_Connector Add_Port\ne 2 14 Add_port Pres_Component Add_Port\ne 4 5 Add_t Add_Connector Add_Port\ne 9 5 Add_port Pres_Component Add_Port\ne 9 8 Add_port Pres_Component Add_Port\ne 10 8 Add_t Add_Connector Add_Port\ne 10 3 Add_requ Add_Connector Add_Requ\ne 6 3 Add_requ Pres_Package Add_Requ\ne 6 12 Add_component Pres_Package Add_Component\ne 12 7 Add_requ Add_Component Add_Requ\ne 6 7 Add_requ Pres_Package Add_Requ\ne 6 10 Add_con Pres_Package Add_Connector\ne 10 15 Add_src Add_Connector Add_Port\ne 13 15 Add_port Pres_Component Add_Port\ne 6 11 Add_im Pres_Package Add_Im\ne; 11 12 Add_component Add_Im Add_Component\ne 12 11 Add_im Add_Component Add_Im\n$$;2;20;16;18;16;1;e 0 4 Add_con Pres_Package Add_Connector\ne 4 1 Add_requ Add_Connector Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 4 14 Add_src Add_Connector Add_Port\ne 2 14 Add_port Pres_Component Add_Port\ne 4 5 Add_t Add_Connector Add_Port\ne 9 5 Add_port Pres_Component Add_Port\ne 9 8 Add_port Pres_Component Add_Port\ne 10 8 Add_t Add_Connector Add_Port\ne 10 3 Add_requ Add_Connector Add_Requ\ne 6 3 Add_requ Pres_Package Add_Requ\ne 6 12 Add_component Pres_Package Add_Component\ne 12 7 Add_requ Add_Component Add_Requ\ne 6 7 Add_requ Pres_Package Add_Requ\ne 6 10 Add_con Pres_Package Add_Connector\ne 10 15 Add_src Add_Connector Add_Port\ne 13 15 Add_port Pres_Component Add_Port\ne 6 11 Add_im Pres_Package Add_Im\ne 11 12 Add_component Add_Im Add_Component\ne 12 11 Add_im Add_Component Add_Im\n$$;e 0 4 Add_con Pres_Package Add_Connector\ne 4 1 Add_requ Add_Connector Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 4 14 Add_src Add_Connector Add_Port\ne 2 14 Add_port Pres_Component Add_Port\ne 4 5 Add_t Add_Connector Add_Port\ne 9 5 Add_port Pres_Component Add_Port\ne 9 8 Add_port Pres_Component Add_Port\ne 10 8 Add_t Add_Connector Add_Port\ne 10 3 Add_requ Add_Connector Add_Requ\ne 6 3 Add_requ Pres_Package Add_Requ\ne 6 12 Add_component Pres_Package Add_Component\ne 12 7 Add_requ Add_Component Add_Requ\ne 6 7 Add_requ Pres_Package Add_Requ\ne 6 10 Add_con Pres_Package Add_Connector\ne 10 15 Add_src Add_Connector Add_Port\ne 13 15 Add_port Pres_Component Add_Port\ne 6 11 Add_im Pres_Package Add_Im\ne 11 12 Add_component Add_Im Add_Component\ne 12 11 Add_im Add_Component Add_Im\n$$;50001;50001;2;2;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
44;e 2 0 Add_port Pres_Component Add_Port\ne 3 0 Add_src Add_Connector Add_Port\ne 3 4 Add_requ Add_Connector Add_Requ\ne; 1 4 Add_requ Pres_Package Add_Requ\ne 1 3 Add_con Pres_Package Add_Connector\ne 3 5 Add_t Add_Connector Add_Port\ne 6 5 Add_port Pres_Component Add_Port\n$$;4;7;7;3;4;2;e 2 0 Add_port Pres_Component Add_Port\ne 3 0 Add_src Add_Connector Add_Port\ne 3 4 Add_requ Add_Connector Add_Requ\ne 5 4 Add_requ Pres_Package Add_Requ\ne 5 3 Add_con Pres_Package Add_Connector\ne;e 2 0 Add_port Pres_Component Add_Port\ne 3 0 Add_src Add_Connector Add_Port\ne 3 4 Add_requ Add_Connector Add_Requ\ne 5 4 Add_requ Pres_Package Add_Requ\ne 5 3 Add_con Pres_Package Add_Connector\ne 3 6 Add_t Add_Connector Add_Port\ne 1 6 Add_port Pres_Component Add_Port\n$$;49998;50001;2;4;2;0;0;0;TOO_SMALL;ISOMORPHIC;1;STOP_TOKEN;
45;e 5 0 Add_requ Add_Component Add_Requ\ne; 5 4 Add_im Add_Component Add_Im\ne 4 5 Add_component Add_Im Add_Component\ne 6 5 Add_component Pres_Package Add_Component\ne 6 2 Add_package Pres_Package Add_Package\ne 2 3 Add_component Add_Package Add_Component\ne 3 1 Add_requ Add_Component Add_Requ\ne 6 1 Add_requ Pres_Package Add_Requ\ne 6 0 Add_requ Pres_Package Add_Requ\ne 6 4 Add_im Pres_Package Add_Im\n$$;9;10;7;1;2;30;e 5 0 Add_requ Add_Component Add_Requ\ne 5 3 Add_im Add_Component Add_Im\ne 3 5 Add_component Add_Im Add_Component\ne 6 5 Add_component Pres_Package Add_Component\ne 6 0 Add_requ Pres_Package Add_Requ\ne 6 3 Add_im Pres_Package Add_Im\ne 6 4 Add_component Pres_Package Add_Component\ne 4 0 Add_requ Add_Component Add_Requ\ne 4 1 Add_im Add_Component Add_Im\ne 1 4 Add_component Add_Im Add_Component\ne;e 5 0 Add_requ Add_Component Add_Requ\ne 5 3 Add_im Add_Component Add_Im\ne 3 5 Add_component Add_Im Add_Component\ne 6 5 Add_component Pres_Package Add_Component\ne 6 1 Add_package Pres_Package Add_Package\ne 1 2 Add_component Add_Package Add_Component\ne 2 4 Add_requ Add_Component Add_Requ\ne 6 4 Add_requ Pres_Package Add_Requ\ne 6 0 Add_requ Pres_Package Add_Requ\ne 6 3 Add_im Pres_Package Add_Im\n$$;0;50001;0;9;9;0;9;0;INCORRECT;ISOMORPHIC;17;STOP_TOKEN;
